Type,Date,Hour,Weekday,DayCode,Location,Amount
Withdrawal,18,18,Fri,6,DriveUp,2000 
Withdrawal,18,18,Fri,6,DriveUp,2000 
Deposit,18,18,Fri,6,CampusB,5000 
Deposit,18,18,Fri,6,CampusB,4000 
Withdrawal,18,18,Fri,6,DriveUp,2000 
Withdrawal,18,18,Fri,6,CampusB,1000 
Withdrawal,18,18,Fri,6,DriveUp,3000 
Withdrawal,18,18,Fri,6,CampusB,4000 
Deposit,18,18,Fri,6,DriveUp,5000 
Withdrawal,18,18,Fri,6,DriveUp,2000 
Deposit,18,18,Fri,6,DriveUp,27000 
Withdrawal,18,18,Fri,6,CampusB,1000 
Transfer,18,18,Fri,6,DriveUp,1000 
Transfer,18,18,Fri,6,DriveUp,1000 
Deposit,18,18,Fri,6,DriveUp,15000 
Withdrawal,18,18,Fri,6,DriveUp,1000 
Withdrawal,18,18,Fri,6,DriveUp,2000 
Withdrawal,18,18,Fri,6,CampusB,1000 
Deposit,18,18,Fri,6,DriveUp,8000 
Deposit,18,18,Fri,6,CampusB,1000 
Withdrawal,18,18,Fri,6,DriveUp,6000 
Deposit,18,18,Fri,6,CampusB,6000 
Withdrawal,18,18,Fri,6,CampusB,1000 
Withdrawal,18,18,Fri,6,CampusB,1000 
Withdrawal,18,18,Fri,6,DriveUp,2000 
Withdrawal,18,18,Fri,6,DriveUp,3000 
Withdrawal,18,18,Fri,6,CampusB,1000 
Withdrawal,18,18,Fri,6,DriveUp,2000 
Withdrawal,18,18,Fri,6,CampusB,1000 
Deposit,18,18,Fri,6,DriveUp,9000 
Deposit,18,19,Fri,6,DriveUp,7000 
Withdrawal,18,19,Fri,6,DriveUp,1000 
Withdrawal,18,19,Fri,6,CampusB,1000 
Withdrawal,18,19,Fri,6,DriveUp,1000 
Deposit,18,19,Fri,6,CampusB,2000 
Withdrawal,18,19,Fri,6,CampusB,1000 
Withdrawal,18,19,Fri,6,CampusB,1000 
Withdrawal,18,19,Fri,6,DriveUp,2000 
Deposit,18,19,Fri,6,DriveUp,4000 
Withdrawal,18,19,Fri,6,CampusB,1000 
Withdrawal,18,19,Fri,6,DriveUp,3000 
Withdrawal,18,19,Fri,6,DriveUp,3000 
Withdrawal,18,19,Fri,6,CampusB,1000 
Withdrawal,18,19,Fri,6,DriveUp,6000 
Deposit,18,19,Fri,6,CampusB,4000 
Withdrawal,18,19,Fri,6,CampusB,2000 
Withdrawal,18,19,Fri,6,DriveUp,1000 
Withdrawal,18,19,Fri,6,DriveUp,1000 
Withdrawal,18,19,Fri,6,DriveUp,1000 
Withdrawal,18,19,Fri,6,CampusB,1000 
Deposit,18,19,Fri,6,DriveUp,19000 
Withdrawal,18,19,Fri,6,DriveUp,4000 
Withdrawal,18,19,Fri,6,DriveUp,2000 
Withdrawal,18,19,Fri,6,DriveUp,1000 
Withdrawal,18,19,Fri,6,DriveUp,8000 
Withdrawal,18,19,Fri,6,CampusB,2000 
Deposit,18,19,Fri,6,DriveUp,21000 
Deposit,18,19,Fri,6,DriveUp,1000 
Withdrawal,18,19,Fri,6,DriveUp,2000 
Deposit,18,19,Fri,6,CampusB,3000 
Withdrawal,18,19,Fri,6,DriveUp,2000 
Withdrawal,18,19,Fri,6,DriveUp,1000 
Withdrawal,18,19,Fri,6,DriveUp,3000 
Withdrawal,18,19,Fri,6,DriveUp,2000 
Transfer,18,19,Fri,6,CampusB,2000 
Withdrawal,18,19,Fri,6,CampusB,1000 
Withdrawal,18,19,Fri,6,DriveUp,1000 
Withdrawal,18,19,Fri,6,CampusB,1000 
Withdrawal,18,19,Fri,6,DriveUp,1000 
Withdrawal,18,19,Fri,6,DriveUp,2000 
Deposit,18,19,Fri,6,CampusB,3000 
Withdrawal,18,19,Fri,6,CampusB,3000 
Withdrawal,18,20,Fri,6,CampusB,1000 
Withdrawal,18,20,Fri,6,DriveUp,5000 
Withdrawal,18,20,Fri,6,CampusB,2000 
Withdrawal,18,20,Fri,6,DriveUp,3000 
Deposit,18,20,Fri,6,CampusB,2000 
Withdrawal,18,20,Fri,6,CampusB,1000 
Deposit,18,20,Fri,6,DriveUp,11000 
Withdrawal,18,20,Fri,6,CampusB,2000 
Withdrawal,18,20,Fri,6,DriveUp,11000 
Deposit,18,20,Fri,6,DriveUp,2000 
Withdrawal,18,20,Fri,6,DriveUp,2000 
Withdrawal,18,20,Fri,6,DriveUp,2000 
Deposit,18,20,Fri,6,CampusB,2000 
Withdrawal,18,20,Fri,6,CampusB,1000 
Withdrawal,18,20,Fri,6,CampusB,1000 
Withdrawal,18,20,Fri,6,CampusB,1000 
Withdrawal,18,20,Fri,6,CampusB,1000 
Withdrawal,18,20,Fri,6,CampusB,2000 
Withdrawal,18,20,Fri,6,CampusB,1000 
Withdrawal,18,20,Fri,6,DriveUp,2000 
Withdrawal,18,20,Fri,6,DriveUp,2000 
Withdrawal,18,20,Fri,6,CampusB,1000 
Withdrawal,18,20,Fri,6,DriveUp,1000 
Withdrawal,18,20,Fri,6,DriveUp,1000 
Withdrawal,18,20,Fri,6,DriveUp,1000 
Withdrawal,18,20,Fri,6,DriveUp,2000 
Withdrawal,18,20,Fri,6,DriveUp,1000 
Withdrawal,18,20,Fri,6,DriveUp,2000 
Deposit,18,20,Fri,6,DriveUp,19000 
Withdrawal,18,20,Fri,6,DriveUp,3000 
Deposit,18,20,Fri,6,DriveUp,109000 
Deposit,18,20,Fri,6,DriveUp,9000 
Withdrawal,18,20,Fri,6,CampusB,1000 
Withdrawal,18,20,Fri,6,DriveUp,1000 
Withdrawal,18,21,Fri,6,CampusB,1000 
Transfer,18,21,Fri,6,DriveUp,8000 
Withdrawal,18,21,Fri,6,DriveUp,3000 
Deposit,18,21,Fri,6,CampusB,1000 
Withdrawal,18,21,Fri,6,CampusB,1000 
Withdrawal,18,21,Fri,6,DriveUp,15000 
Withdrawal,18,21,Fri,6,DriveUp,12000 
Withdrawal,18,21,Fri,6,DriveUp,1000 
Withdrawal,18,21,Fri,6,DriveUp,1000 
Withdrawal,18,21,Fri,6,CampusA,3000 
Withdrawal,18,21,Fri,6,DriveUp,1000 
Withdrawal,18,21,Fri,6,DriveUp,1000 
Deposit,18,21,Fri,6,CampusB,4000 
Deposit,18,21,Fri,6,CampusB,6000 
Withdrawal,18,21,Fri,6,DriveUp,1000 
Withdrawal,18,21,Fri,6,CampusB,2000 
Withdrawal,18,21,Fri,6,CampusB,1000 
Transfer,18,21,Fri,6,DriveUp,30000 
Withdrawal,18,21,Fri,6,DriveUp,2000 
Deposit,18,21,Fri,6,CampusB,1000 
Withdrawal,18,21,Fri,6,DriveUp,12000 
Withdrawal,18,21,Fri,6,CampusB,1000 
Withdrawal,18,21,Fri,6,CampusB,1000 
Deposit,18,21,Fri,6,DriveUp,28000 
Withdrawal,18,21,Fri,6,DriveUp,1000 
Deposit,18,21,Fri,6,DriveUp,6000 
Withdrawal,18,21,Fri,6,DriveUp,1000 
Withdrawal,18,21,Fri,6,DriveUp,1000 
Withdrawal,18,21,Fri,6,CampusB,2000 
Withdrawal,18,21,Fri,6,DriveUp,1000 
Withdrawal,18,21,Fri,6,CampusB,1000 
Withdrawal,18,22,Fri,6,CampusB,1000 
Withdrawal,18,22,Fri,6,DriveUp,1000 
Deposit,18,22,Fri,6,DriveUp,14000 
Withdrawal,18,22,Fri,6,DriveUp,2000 
Withdrawal,18,22,Fri,6,DriveUp,1000 
Withdrawal,18,22,Fri,6,DriveUp,2000 
Withdrawal,18,22,Fri,6,DriveUp,1000 
Withdrawal,18,22,Fri,6,DriveUp,1000 
Withdrawal,18,22,Fri,6,DriveUp,1000 
Deposit,18,22,Fri,6,DriveUp,8000 
Withdrawal,18,23,Fri,6,CampusA,1000 
Deposit,18,23,Fri,6,DriveUp,26000 
Deposit,18,23,Fri,6,DriveUp,1000 
Deposit,18,23,Fri,6,DriveUp,3000 
Withdrawal,18,23,Fri,6,DriveUp,1000 
Deposit,18,23,Fri,6,DriveUp,12000 
Withdrawal,18,23,Fri,6,DriveUp,2000 
Withdrawal,18,23,Fri,6,DriveUp,2000 
Withdrawal,18,23,Fri,6,DriveUp,3000 
Withdrawal,18,23,Fri,6,DriveUp,2000 
Withdrawal,19,0,Sat,7,DriveUp,1000 
Withdrawal,19,0,Sat,7,DriveUp,1000 
Withdrawal,19,0,Sat,7,DriveUp,1000 
Deposit,19,0,Sat,7,DriveUp,22000 
Withdrawal,19,0,Sat,7,DriveUp,3000 
Deposit,19,2,Sat,7,DriveUp,2000 
Withdrawal,19,2,Sat,7,CampusA,3000 
Deposit,19,2,Sat,7,DriveUp,4000 
Withdrawal,19,2,Sat,7,DriveUp,3000 
Withdrawal,19,3,Sat,7,DriveUp,1000 
Deposit,19,6,Sat,7,DriveUp,4000 
Withdrawal,19,7,Sat,7,DriveUp,3000 
Withdrawal,19,7,Sat,7,DriveUp,1000 
Deposit,19,7,Sat,7,DriveUp,10000 
Withdrawal,19,7,Sat,7,DriveUp,7000 
Withdrawal,19,7,Sat,7,DriveUp,6000 
Withdrawal,19,8,Sat,7,DriveUp,2000 
Withdrawal,19,8,Sat,7,CampusA,3000 
Withdrawal,19,8,Sat,7,DriveUp,2000 
Withdrawal,19,8,Sat,7,DriveUp,5000 
Withdrawal,19,8,Sat,7,DriveUp,3000 
Withdrawal,19,8,Sat,7,DriveUp,2000 
Deposit,19,8,Sat,7,DriveUp,10000 
Withdrawal,19,8,Sat,7,DriveUp,6000 
Withdrawal,19,8,Sat,7,DriveUp,1000 
Withdrawal,19,9,Sat,7,CampusB,3000 
Withdrawal,19,9,Sat,7,DriveUp,5000 
Withdrawal,19,9,Sat,7,DriveUp,1000 
Withdrawal,19,9,Sat,7,DriveUp,2000 
Withdrawal,19,9,Sat,7,DriveUp,3000 
Deposit,19,9,Sat,7,DriveUp,38000 
Withdrawal,19,9,Sat,7,DriveUp,4000 
Withdrawal,19,9,Sat,7,DriveUp,2000 
Deposit,19,9,Sat,7,DriveUp,6000 
Withdrawal,19,9,Sat,7,DriveUp,3000 
Deposit,19,9,Sat,7,DriveUp,3000 
Withdrawal,19,9,Sat,7,CampusB,1000 
Deposit,19,9,Sat,7,DriveUp,15000 
Deposit,19,9,Sat,7,DriveUp,2000 
Withdrawal,19,9,Sat,7,DriveUp,2000 
Deposit,19,9,Sat,7,DriveUp,9000 
Withdrawal,19,9,Sat,7,CampusB,1000 
Withdrawal,19,10,Sat,7,DriveUp,1000 
Deposit,19,10,Sat,7,CampusB,45000 
Withdrawal,19,10,Sat,7,CampusB,9000 
Withdrawal,19,10,Sat,7,DriveUp,6000 
Withdrawal,19,10,Sat,7,DriveUp,2000 
Withdrawal,19,10,Sat,7,DriveUp,2000 
Deposit,19,10,Sat,7,DriveUp,3000 
Withdrawal,19,10,Sat,7,DriveUp,2000 
Withdrawal,19,10,Sat,7,CampusB,1000 
Withdrawal,19,10,Sat,7,DriveUp,2000 
Deposit,19,10,Sat,7,DriveUp,113000 
Withdrawal,19,10,Sat,7,DriveUp,6000 
Deposit,19,10,Sat,7,DriveUp,9000 
Withdrawal,19,10,Sat,7,CampusA,1000 
Withdrawal,19,10,Sat,7,CampusB,2000 
Withdrawal,19,10,Sat,7,DriveUp,5000 
Deposit,19,10,Sat,7,CampusB,4000 
Withdrawal,19,10,Sat,7,CampusB,1000 
Withdrawal,19,10,Sat,7,DriveUp,1000 
Withdrawal,19,10,Sat,7,CampusB,1000 
Withdrawal,19,10,Sat,7,DriveUp,4000 
Withdrawal,19,10,Sat,7,DriveUp,1000 
Withdrawal,19,10,Sat,7,DriveUp,12000 
Deposit,19,10,Sat,7,DriveUp,6000 
Deposit,19,10,Sat,7,DriveUp,19000 
Withdrawal,19,10,Sat,7,DriveUp,9000 
Withdrawal,19,10,Sat,7,DriveUp,1000 
Withdrawal,19,10,Sat,7,DriveUp,2000 
Withdrawal,19,10,Sat,7,DriveUp,2000 
Withdrawal,19,11,Sat,7,DriveUp,1000 
Withdrawal,19,11,Sat,7,DriveUp,3000 
Withdrawal,19,11,Sat,7,DriveUp,1000 
Withdrawal,19,11,Sat,7,DriveUp,1000 
Deposit,19,11,Sat,7,DriveUp,1000 
Deposit,19,11,Sat,7,DriveUp,14000 
Withdrawal,19,11,Sat,7,DriveUp,1000 
Deposit,19,11,Sat,7,DriveUp,8000 
Transfer,19,11,Sat,7,DriveUp,30000 
Withdrawal,19,11,Sat,7,DriveUp,2000 
Deposit,19,11,Sat,7,DriveUp,6000 
Withdrawal,19,11,Sat,7,DriveUp,5000 
Withdrawal,19,11,Sat,7,DriveUp,2000 
Deposit,19,11,Sat,7,DriveUp,15000 
Withdrawal,19,11,Sat,7,DriveUp,1000 
Deposit,19,11,Sat,7,DriveUp,150000 
Withdrawal,19,11,Sat,7,DriveUp,3000 
Withdrawal,19,11,Sat,7,DriveUp,3000 
Withdrawal,19,11,Sat,7,DriveUp,2000 
Deposit,19,11,Sat,7,DriveUp,8000 
Withdrawal,19,11,Sat,7,DriveUp,1000 
Deposit,19,11,Sat,7,CampusB,11000 
Withdrawal,19,11,Sat,7,CampusB,2000 
Withdrawal,19,11,Sat,7,DriveUp,2000 
Deposit,19,11,Sat,7,DriveUp,39000 
Deposit,19,11,Sat,7,DriveUp,9000 
Withdrawal,19,11,Sat,7,DriveUp,1000 
Withdrawal,19,11,Sat,7,DriveUp,2000 
Deposit,19,11,Sat,7,DriveUp,13000 
Withdrawal,19,11,Sat,7,DriveUp,2000 
Transfer,19,11,Sat,7,DriveUp,1000 
Withdrawal,19,11,Sat,7,DriveUp,2000 
Withdrawal,19,11,Sat,7,DriveUp,2000 
Withdrawal,19,11,Sat,7,DriveUp,1000 
Withdrawal,19,11,Sat,7,DriveUp,2000 
Withdrawal,19,11,Sat,7,DriveUp,3000 
Withdrawal,19,11,Sat,7,CampusB,1000 
Withdrawal,19,11,Sat,7,CampusB,1000 
Withdrawal,19,11,Sat,7,DriveUp,2000 
Deposit,19,12,Sat,7,DriveUp,5000 
Withdrawal,19,12,Sat,7,DriveUp,5000 
Deposit,19,12,Sat,7,CampusB,3000 
Withdrawal,19,12,Sat,7,DriveUp,1000 
Withdrawal,19,12,Sat,7,CampusB,2000 
Withdrawal,19,12,Sat,7,DriveUp,1000 
Withdrawal,19,12,Sat,7,CampusA,1000 
Deposit,19,12,Sat,7,DriveUp,22000 
Withdrawal,19,12,Sat,7,DriveUp,1000 
Deposit,19,12,Sat,7,DriveUp,22000 
Withdrawal,19,12,Sat,7,DriveUp,3000 
Withdrawal,19,12,Sat,7,DriveUp,2000 
Withdrawal,19,12,Sat,7,DriveUp,2000 
Withdrawal,19,12,Sat,7,DriveUp,1000 
Deposit,19,12,Sat,7,DriveUp,6000 
Withdrawal,19,12,Sat,7,DriveUp,4000 
Withdrawal,19,12,Sat,7,CampusB,2000 
Transfer,19,12,Sat,7,CampusB,1000 
Deposit,19,12,Sat,7,DriveUp,5000 
Withdrawal,19,12,Sat,7,CampusB,2000 
Deposit,19,12,Sat,7,CampusB,12000 
Withdrawal,19,12,Sat,7,CampusB,4000 
Deposit,19,12,Sat,7,DriveUp,13000 
Deposit,19,12,Sat,7,DriveUp,10000 
Withdrawal,19,12,Sat,7,CampusB,2000 
Deposit,19,12,Sat,7,DriveUp,8000 
Withdrawal,19,12,Sat,7,DriveUp,2000 
Withdrawal,19,12,Sat,7,CampusB,1000 
Deposit,19,12,Sat,7,DriveUp,9000 
Withdrawal,19,12,Sat,7,DriveUp,2000 
Withdrawal,19,12,Sat,7,DriveUp,2000 
Withdrawal,19,12,Sat,7,CampusB,1000 
Deposit,19,12,Sat,7,DriveUp,11000 
Withdrawal,19,12,Sat,7,DriveUp,2000 
Withdrawal,19,12,Sat,7,DriveUp,2000 
Withdrawal,19,12,Sat,7,DriveUp,3000 
Deposit,19,12,Sat,7,CampusB,1000 
Deposit,19,12,Sat,7,DriveUp,9000 
Transfer,19,13,Sat,7,DriveUp,3000 
Withdrawal,19,13,Sat,7,DriveUp,2000 
Transfer,19,13,Sat,7,DriveUp,28000 
Withdrawal,19,13,Sat,7,DriveUp,3000 
Withdrawal,19,13,Sat,7,CampusB,3000 
Withdrawal,19,13,Sat,7,CampusB,2000 
Withdrawal,19,13,Sat,7,DriveUp,9000 
Withdrawal,19,13,Sat,7,DriveUp,1000 
Withdrawal,19,13,Sat,7,DriveUp,7000 
Withdrawal,19,13,Sat,7,DriveUp,2000 
Withdrawal,19,13,Sat,7,DriveUp,4000 
Withdrawal,19,13,Sat,7,DriveUp,2000 
Withdrawal,19,13,Sat,7,CampusB,1000 
Withdrawal,19,13,Sat,7,DriveUp,1000 
Deposit,19,13,Sat,7,DriveUp,54000 
Withdrawal,19,13,Sat,7,DriveUp,6000 
Withdrawal,19,13,Sat,7,DriveUp,2000 
Withdrawal,19,13,Sat,7,DriveUp,1000 
Withdrawal,19,13,Sat,7,CampusB,1000 
Withdrawal,19,13,Sat,7,DriveUp,2000 
Withdrawal,19,13,Sat,7,DriveUp,6000 
Withdrawal,19,13,Sat,7,DriveUp,2000 
Withdrawal,19,13,Sat,7,DriveUp,1000 
Deposit,19,13,Sat,7,DriveUp,25000 
Withdrawal,19,13,Sat,7,DriveUp,8000 
Withdrawal,19,13,Sat,7,CampusB,2000 
Withdrawal,19,13,Sat,7,DriveUp,2000 
Withdrawal,19,13,Sat,7,DriveUp,1000 
Withdrawal,19,13,Sat,7,DriveUp,5000 
Withdrawal,19,13,Sat,7,CampusB,2000 
Withdrawal,19,14,Sat,7,CampusB,1000 
Withdrawal,19,14,Sat,7,CampusB,1000 
Withdrawal,19,14,Sat,7,CampusB,2000 
Withdrawal,19,14,Sat,7,CampusB,1000 
Withdrawal,19,14,Sat,7,DriveUp,3000 
Deposit,19,14,Sat,7,CampusB,3000 
Deposit,19,14,Sat,7,CampusB,3000 
Withdrawal,19,14,Sat,7,DriveUp,4000 
Deposit,19,14,Sat,7,DriveUp,5000 
Withdrawal,19,14,Sat,7,DriveUp,3000 
Deposit,19,14,Sat,7,DriveUp,4000 
Withdrawal,19,14,Sat,7,DriveUp,2000 
Withdrawal,19,14,Sat,7,CampusB,9000 
Withdrawal,19,14,Sat,7,DriveUp,2000 
Deposit,19,14,Sat,7,CampusB,2000 
Withdrawal,19,14,Sat,7,CampusB,2000 
Withdrawal,19,14,Sat,7,CampusB,2000 
Transfer,19,14,Sat,7,CampusB,2000 
Withdrawal,19,14,Sat,7,CampusB,1000 
Deposit,19,14,Sat,7,DriveUp,5000 
Withdrawal,19,14,Sat,7,CampusB,1000 
Withdrawal,19,14,Sat,7,CampusB,2000 
Withdrawal,19,14,Sat,7,DriveUp,2000 
Withdrawal,19,14,Sat,7,DriveUp,3000 
Withdrawal,19,14,Sat,7,CampusB,1000 
Withdrawal,19,15,Sat,7,DriveUp,4000 
Withdrawal,19,15,Sat,7,DriveUp,2000 
Withdrawal,19,15,Sat,7,DriveUp,5000 
Withdrawal,19,15,Sat,7,CampusB,1000 
Withdrawal,19,15,Sat,7,DriveUp,2000 
Withdrawal,19,15,Sat,7,CampusB,2000 
Withdrawal,19,15,Sat,7,DriveUp,2000 
Withdrawal,19,15,Sat,7,DriveUp,6000 
Withdrawal,19,15,Sat,7,CampusB,1000 
Withdrawal,19,15,Sat,7,DriveUp,2000 
Deposit,19,15,Sat,7,DriveUp,9000 
Deposit,19,15,Sat,7,CampusB,6000 
Withdrawal,19,15,Sat,7,CampusB,1000 
Withdrawal,19,15,Sat,7,DriveUp,2000 
Withdrawal,19,15,Sat,7,DriveUp,1000 
Withdrawal,19,15,Sat,7,CampusB,3000 
Withdrawal,19,15,Sat,7,CampusB,1000 
Withdrawal,19,15,Sat,7,DriveUp,2000 
Deposit,19,15,Sat,7,DriveUp,1000 
Withdrawal,19,15,Sat,7,DriveUp,1000 
Withdrawal,19,15,Sat,7,CampusB,1000 
Withdrawal,19,15,Sat,7,DriveUp,2000 
Withdrawal,19,15,Sat,7,CampusB,12000 
Transfer,19,15,Sat,7,DriveUp,3000 
Withdrawal,19,15,Sat,7,DriveUp,2000 
Withdrawal,19,15,Sat,7,DriveUp,3000 
Withdrawal,19,15,Sat,7,CampusA,1000 
Deposit,19,15,Sat,7,DriveUp,1000 
Withdrawal,19,15,Sat,7,DriveUp,2000 
Withdrawal,19,15,Sat,7,DriveUp,1000 
Withdrawal,19,15,Sat,7,DriveUp,2000 
Withdrawal,19,15,Sat,7,DriveUp,1000 
Transfer,19,15,Sat,7,DriveUp,3000 
Deposit,19,15,Sat,7,DriveUp,11000 
Withdrawal,19,15,Sat,7,DriveUp,1000 
Deposit,19,15,Sat,7,DriveUp,3000 
Withdrawal,19,15,Sat,7,DriveUp,2000 
Withdrawal,19,15,Sat,7,DriveUp,3000 
Withdrawal,19,15,Sat,7,DriveUp,2000 
Deposit,19,15,Sat,7,DriveUp,8000 
Deposit,19,15,Sat,7,DriveUp,5000 
Withdrawal,19,15,Sat,7,DriveUp,3000 
Withdrawal,19,15,Sat,7,DriveUp,9000 
Withdrawal,19,15,Sat,7,DriveUp,9000 
Withdrawal,19,16,Sat,7,DriveUp,3000 
Deposit,19,16,Sat,7,DriveUp,4000 
Withdrawal,19,16,Sat,7,DriveUp,2000 
Withdrawal,19,16,Sat,7,DriveUp,2000 
Withdrawal,19,16,Sat,7,DriveUp,1000 
Deposit,19,16,Sat,7,DriveUp,1000 
Deposit,19,16,Sat,7,CampusB,5000 
Withdrawal,19,16,Sat,7,CampusB,1000 
Deposit,19,16,Sat,7,DriveUp,19000 
Withdrawal,19,16,Sat,7,DriveUp,2000 
Withdrawal,19,16,Sat,7,DriveUp,2000 
Deposit,19,16,Sat,7,DriveUp,8000 
Withdrawal,19,16,Sat,7,DriveUp,2000 
Transfer,19,16,Sat,7,DriveUp,3000 
Withdrawal,19,16,Sat,7,DriveUp,2000 
Withdrawal,19,16,Sat,7,CampusB,1000 
Transfer,19,16,Sat,7,CampusB,1000 
Deposit,19,16,Sat,7,DriveUp,48000 
Deposit,19,16,Sat,7,CampusB,1000 
Withdrawal,19,16,Sat,7,CampusB,1000 
Deposit,19,16,Sat,7,DriveUp,15000 
Withdrawal,19,16,Sat,7,DriveUp,6000 
Withdrawal,19,16,Sat,7,DriveUp,3000 
Withdrawal,19,16,Sat,7,DriveUp,1000 
Withdrawal,19,16,Sat,7,CampusB,1000 
Withdrawal,19,16,Sat,7,CampusB,1000 
Withdrawal,19,16,Sat,7,DriveUp,3000 
Deposit,19,16,Sat,7,DriveUp,7000 
Withdrawal,19,16,Sat,7,CampusB,1000 
Withdrawal,19,16,Sat,7,DriveUp,6000 
Withdrawal,19,16,Sat,7,DriveUp,12000 
Withdrawal,19,16,Sat,7,DriveUp,2000 
Withdrawal,19,16,Sat,7,CampusB,1000 
Deposit,19,16,Sat,7,DriveUp,9000 
Withdrawal,19,16,Sat,7,DriveUp,1000 
Withdrawal,19,16,Sat,7,DriveUp,1000 
Deposit,19,17,Sat,7,CampusB,7000 
Withdrawal,19,17,Sat,7,CampusB,3000 
Withdrawal,19,17,Sat,7,DriveUp,2000 
Withdrawal,19,17,Sat,7,CampusB,1000 
Deposit,19,17,Sat,7,DriveUp,3000 
Deposit,19,17,Sat,7,DriveUp,2000 
Withdrawal,19,17,Sat,7,DriveUp,15000 
Transfer,19,17,Sat,7,DriveUp,188000 
Deposit,19,17,Sat,7,DriveUp,12000 
Withdrawal,19,17,Sat,7,CampusB,2000 
Withdrawal,19,17,Sat,7,DriveUp,1000 
Deposit,19,17,Sat,7,DriveUp,1000 
Withdrawal,19,17,Sat,7,DriveUp,1000 
Withdrawal,19,17,Sat,7,DriveUp,2000 
Withdrawal,19,17,Sat,7,DriveUp,3000 
Withdrawal,19,17,Sat,7,DriveUp,1000 
Deposit,19,17,Sat,7,DriveUp,15000 
Withdrawal,19,17,Sat,7,CampusB,1000 
Deposit,19,18,Sat,7,DriveUp,14000 
Withdrawal,19,18,Sat,7,DriveUp,6000 
Withdrawal,19,18,Sat,7,DriveUp,6000 
Withdrawal,19,18,Sat,7,DriveUp,4000 
Withdrawal,19,18,Sat,7,DriveUp,3000 
Withdrawal,19,18,Sat,7,DriveUp,1000 
Withdrawal,19,18,Sat,7,CampusB,1000 
Withdrawal,19,18,Sat,7,DriveUp,1000 
Deposit,19,18,Sat,7,DriveUp,29000 
Withdrawal,19,18,Sat,7,DriveUp,3000 
Deposit,19,18,Sat,7,DriveUp,42000 
Withdrawal,19,18,Sat,7,DriveUp,6000 
Withdrawal,19,18,Sat,7,CampusB,1000 
Withdrawal,19,18,Sat,7,DriveUp,3000 
Withdrawal,19,18,Sat,7,CampusA,1000 
Withdrawal,19,18,Sat,7,DriveUp,4000 
Deposit,19,18,Sat,7,CampusB,2000 
Withdrawal,19,18,Sat,7,CampusB,1000 
Deposit,19,18,Sat,7,DriveUp,25000 
Withdrawal,19,18,Sat,7,DriveUp,2000 
Deposit,19,18,Sat,7,DriveUp,6000 
Withdrawal,19,18,Sat,7,DriveUp,2000 
Withdrawal,19,18,Sat,7,DriveUp,3000 
Withdrawal,19,18,Sat,7,DriveUp,1000 
Withdrawal,19,18,Sat,7,DriveUp,2000 
Deposit,19,18,Sat,7,CampusB,3000 
Withdrawal,19,18,Sat,7,CampusB,3000 
Deposit,19,19,Sat,7,DriveUp,6000 
Withdrawal,19,19,Sat,7,CampusB,1000 
Deposit,19,19,Sat,7,DriveUp,11000 
Withdrawal,19,19,Sat,7,DriveUp,9000 
Withdrawal,19,19,Sat,7,DriveUp,1000 
Deposit,19,19,Sat,7,DriveUp,5000 
Deposit,19,19,Sat,7,DriveUp,1000 
Withdrawal,19,19,Sat,7,DriveUp,1000 
Withdrawal,19,19,Sat,7,CampusB,1000 
Withdrawal,19,19,Sat,7,DriveUp,1000 
Withdrawal,19,19,Sat,7,DriveUp,2000 
Withdrawal,19,19,Sat,7,DriveUp,1000 
Withdrawal,19,19,Sat,7,DriveUp,1000 
Deposit,19,19,Sat,7,DriveUp,4000 
Withdrawal,19,19,Sat,7,DriveUp,1000 
Withdrawal,19,19,Sat,7,CampusB,1000 
Withdrawal,19,19,Sat,7,CampusB,1000 
Deposit,19,19,Sat,7,DriveUp,28000 
Withdrawal,19,19,Sat,7,DriveUp,9000 
Withdrawal,19,19,Sat,7,CampusB,2000 
Withdrawal,19,19,Sat,7,DriveUp,2000 
Withdrawal,19,20,Sat,7,DriveUp,1000 
Withdrawal,19,20,Sat,7,DriveUp,6000 
Deposit,19,20,Sat,7,DriveUp,14000 
Withdrawal,19,20,Sat,7,DriveUp,2000 
Deposit,19,20,Sat,7,DriveUp,9000 
Withdrawal,19,20,Sat,7,DriveUp,2000 
Withdrawal,19,20,Sat,7,CampusA,1000 
Withdrawal,19,20,Sat,7,DriveUp,1000 
Withdrawal,19,20,Sat,7,CampusB,1000 
Withdrawal,19,20,Sat,7,DriveUp,15000 
Withdrawal,19,20,Sat,7,DriveUp,3000 
Deposit,19,20,Sat,7,DriveUp,11000 
Deposit,19,20,Sat,7,DriveUp,3000 
Withdrawal,19,20,Sat,7,DriveUp,2000 
Withdrawal,19,20,Sat,7,DriveUp,1000 
Deposit,19,20,Sat,7,CampusB,19000 
Withdrawal,19,21,Sat,7,DriveUp,3000 
Withdrawal,19,21,Sat,7,DriveUp,2000 
Withdrawal,19,21,Sat,7,DriveUp,2000 
Withdrawal,19,21,Sat,7,DriveUp,1000 
Withdrawal,19,21,Sat,7,DriveUp,1000 
Withdrawal,19,21,Sat,7,DriveUp,1000 
Withdrawal,19,21,Sat,7,DriveUp,1000 
Withdrawal,19,21,Sat,7,DriveUp,2000 
Withdrawal,19,21,Sat,7,DriveUp,2000 
Withdrawal,19,22,Sat,7,DriveUp,2000 
Withdrawal,19,22,Sat,7,DriveUp,4000 
